,name_input,name_result,mst,address
1478,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU TÍN NGHĨA,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU TÍN NGHĨA,3602738833,"Địa chỉ: Số 95A, Cách Mạng Tháng 8, Phường Quyết Thắng, Thành phố Biên Hoà, Đồng Nai"
1479,CÔNG TY CỔ PHẦN THẨM ĐỊNH GIÁ ĐỒNG NAI,CÔNG TY CỔ PHẦN THẨM ĐỊNH GIÁ ĐỒNG NAI,3600965397,"Địa chỉ: Số 42, đường Cách mạng tháng 8, Phường Quang Vinh, Thành phố Biên Hoà, Đồng Nai"
1480,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ (QUẢNG ĐÔNG) VIÊN THỊ LỘC TRỜI,Không có kết quả,,
1481,CÔNG TY CỔ PHẦN LION AGREVO,CÔNG TY CỔ PHẦN LION AGREVO,1101843022,"Địa chỉ: Lô MA3, Khu công nghiệp Đức Hòa 1, Xã Đức Hòa Đông, Huyện Đức Hoà, Long An"
1482,CÔNG TY CỔ PHẦN VINACONEX XUÂN MAI ĐÀ NẴNG,Không có kết quả,,
1483,QUỸ ĐẦU TƯ VIỆT NAM,2,,
1484,CÔNG TY CỔ PHẦN EVN QUỐC TẾ,Kết quả tìm kiếm trùng nhau : 1,,
1485,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI VINACONEX-UPGC,Không có kết quả,,
1486,CÔNG TY CỔ PHẦN DẦU NHỜN STS,Không có kết quả,,
1487,CÔNG TY TNHH THÀNH PHỐ CÔNG NGHIỆP MỚI NHƠN TRẠCH,Kết quả tìm kiếm trùng nhau : 1,,
1488,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐIỆN BẮC MIỀN TRUNG,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐIỆN BẮC MIỀN TRUNG,2800999955,"Địa chỉ: Xã Lương Sơn, Xã Lương Sơn, Huyện Thường Xuân, Thanh Hoá"
1489,CÔNG TY CỔ PHẦN NHIỆT ĐIỆN QUẢNG NINH,2,,
1490,CÔNG TY CỔ PHẦN BÊ TÔNG BIÊN HOÀ,CÔNG TY CỔ PHẦN BÊ TÔNG BIÊN HÒA,3600448180,"Địa chỉ: Đường 1A, Khu công nghiệp Biên Hòa 1, Phường An Bình, Thành phố Biên Hoà, Đồng Nai"
1491,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG XA LỘ HÀ NỘI,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG XA LỘ HÀ NỘI,0309132587,"Địa chỉ: Tầng 20, Tòa nhà Sun Wah, Số 115 Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
1492,CÔNG TY CỔ PHẦN CAO SU BÌNH DƯƠNG,CÔNG TY CỔ PHẦN CAO SU BÌNH DƯƠNG,3700248731,"Địa chỉ: Đường ĐT 750, ấp ông Thanh, Xã Cây Trường II, Huyện Bàu Bàng, Bình Dương"
1493,TỔNG CÔNG TY PHÁT TRIỂN HẠ TẦNG VÀ ĐẦU TƯ TÀI CHÍNH VIỆT NAM,2,,
1494,CÔNG TY CỔ PHẦN VINACONEX 21,CÔNG TY CỔ PHẦN VINACONEX 21,0500236902,"Địa chỉ: Phố Ba La, Phường Phú La, Quận Hà Đông, Hà Nội"
1495,CÔNG TY CỔ PHẦN THỦY ĐIỆN ĐĂKR’TIH,Không có kết quả,,
1496,CÔNG TY CỔ PHẦN ĐẦU TƯ NHÂN PHÚC ĐỨC,CÔNG TY CỔ PHẦN ĐẦU TƯ NHÂN PHÚC ĐỨC,0309325155,"Địa chỉ: 111A Đường Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
1497,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 14,Không có kết quả,,
1498,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ KHAI THÁC VẬT LIỆU XÂY DỰNG MIỀN TRUNG,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ KHAI THÁC VẬT LIỆU XÂY DỰNG MIỀN TRUNG,4300208380,"Địa chỉ: Km 1052, QL1A, tổ dân phố Trường Thọ Tây, Phường Trương Quang Trọng, Thành phố Quảng Ngãi, Quảng Ngãi"
1499,CÔNG TY CỔ PHẦN XÂY DỰNG & KINH DOANH NHÀ CỬU LONG,Kết quả tìm kiếm trùng nhau : 12996,,
1500,CÔNG TY CỔ PHẦN CHƯƠNG DƯƠNG  ,Kết quả tìm kiếm trùng nhau : 3,,
1501,CÔNG TY CỔ PHẦN SẢN XUẤT THÉP VIỆT ĐỨC,2,,
1502,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG VINA2,Không có kết quả,,
1503,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 5,Kết quả tìm kiếm trùng nhau : 3,,
1504,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ KINH DOANH VẬT TƯ ,4,,
1505,CÔNG TY CỔ PHẦN XÂY DỰNG MIỀN ĐÔNG,Kết quả tìm kiếm trùng nhau : 2,,
1506,CÔNG TY CỔ PHẦN XÂY DỰNG & SẢN XUẤT VẬT LIỆU XÂY DỰNG,Kết quả tìm kiếm trùng nhau : 12996,,
1507,CÔNG TY CỔ PHẦN KHOÁNG SẢN TẤN PHÁT,2,,
1508,CÔNG TY CỔ PHẦN GANG THÉP CAO BẰNG,2,,
1509,CÔNG TY TNHH TƯ VẤN SÔNG ĐÀ - UCRIN,Không có kết quả,,
1510,CÔNG TY CỔ PHẦN ĐIỆN VIỆT - LÀO (HÀ NỘI),Không có kết quả,,
1511,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN ĐÔ THỊ SÔNG ĐÀ,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN ĐÔ THỊ SÔNG ĐÀ,0102186917,"Địa chỉ: Số 19 phố Trúc Khê, Phường Láng Hạ, Quận Đống đa, Hà Nội"
1512,CÔNG TY CỔ PHẦN SÔNG ĐÀ 11,CÔNG TY CỔ PHẦN SÔNG ĐÀ 11,0500313811,"Địa chỉ: Tầng 7, tòa nhà hỗn hợp Sông Đà- Hà Đông, km 10 đường Trần P, Phường Văn Quán, Quận Hà Đông, Hà Nội"
1513,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN ĐÔ THỊ VÀ KHU CÔNG NGHIỆP SÔNG ĐÀ,Kết quả tìm kiếm trùng nhau : 1,,
1514,CÔNG TY CỔ PHẦN B.O.O THỦ ĐỨC,Không có kết quả,,
1515,CÔNG TY CỔ PHẦN THỦY ĐIỆN SÔNG BA HẠ,CÔNG TY CỔ PHẦN THỦY ĐIỆN SÔNG BA HẠ,4400415302,"Địa chỉ: Số 02C Trần Hưng Đạo, Phường 1, TP Tuy Hoà, Phú Yên"
1516,CÔNG TY CỔ PHẦN THỦY ĐIỆN MIỀN TRUNG,2,,
1517,CÔNG TY CỔ PHẦN CẤP NƯỚC GIA ĐỊNH,CÔNG TY CỔ PHẦN CẤP NƯỚC GIA ĐỊNH,0304806225,"Địa chỉ: 2Bis Nơ Trang Long, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh"
1518,CÔNG TY CỔ PHẦN CẤP NƯỚC NHÀ BÈ,2,,
1519,CÔNG TY CỔ PHẦN THỦY ĐIỆN VĨNH SƠN - SÔNG HINH,Kết quả tìm kiếm trùng nhau : 2,,
1520,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ KINH DOANH NƯỚC SẠCH SÀI GÒN (SWIC),Không có kết quả,,
1521,CÔNG TY CỔ PHẦN THỦY ĐIỆN BÌNH ĐIỀN,CÔNG TY CỔ PHẦN THUỶ ĐIỆN BÌNH ĐIỀN,3300361563,"Địa chỉ: Thôn Điền Lợi, Xã Bình Điền, Thị Xã Hương Trà, Thừa Thiên - Huế"
1522,CÔNG TY CỔ PHẦN CƠ ĐIỆN ĐOÀN NHẤT,2,,
1523,CÔNG TY CỔ PHẦN THỦY ĐIỆN THÁC MƠ,CÔNG TY CỔ PHẦN THỦY ĐIỆN THÁC MƠ,3800311306,"Địa chỉ: Khu 5, Phường Thác Mơ, Thị xã Phước Long, Bình Phước"
1524,CÔNG TY CỔ PHẦN NHIỆT ĐIỆN PHẢ LẠI ,2,,
1525,CÔNG TY CỔ PHẦN THỦY ĐIỆN SROK PHU MIÊNG IDICO,CÔNG TY CỔ PHẦN THUỶ ĐIỆN SROK PHU MIÊNG IDICO,3800407449,"Địa chỉ: Thôn 7, Xã Long Bình, Huyện Phú Riềng, Bình Phước"
1526,CÔNG TY CỔ PHẦN TỔNG CÔNG TY CỔ PHẦN ĐỊA ỐC SÀI GÒN,Không có kết quả,,
1527,CÔNG TY CỔ PHẦN NHIỆT ĐIỆN NINH BÌNH,CÔNG TY CỔ PHẦN NHIỆT ĐIỆN NINH BÌNH,2700283389,"Địa chỉ: , Phường Thanh Bình, Thành phố Ninh Bình, Ninh Bình"
1528,CÔNG TY TNHH XĂNG DẦU KIÊN GIANG,CÔNG TY TNHH XĂNG DẦU KIÊN GIANG,1701567208,"Địa chỉ: Số 30, đường Phạm Hồng Thái, Phường Vĩnh Thanh Vân, Thành phố Rạch Giá, Kiên Giang"
1529,CÔNG TY CỔ PHẦN THỰC PHẨM ĐÓNG HỘP KIÊN GIANG,CÔNG TY CỔ PHẦN THỰC PHẨM ĐÓNG HỘP KIÊN GIANG,1700460156,"Địa chỉ: Khu cảng cá Tắc Cậu, ấp Minh Phong, Xã Bình An, Huyện Châu Thành, Kiên Giang"
1530,CÔNG TY CỔ PHẦN SÁCH - THIẾT BỊ TRƯỜNG HỌC KIÊN GIANG,CÔNG TY CỔ PHẦN SÁCH - THIẾT BỊ TRƯỜNG HỌC KIÊN GIANG,1700418394,"Địa chỉ: Lô E16, số 30 - 31 - 32, đường 3/2, Phường Vĩnh Lạc, Thành phố Rạch Giá, Kiên Giang"
1531,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU Y TẾ VIỆT NAM,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU Y TẾ VIỆT NAM,0100108367,"Địa chỉ: Số nhà 138, Giảng Võ, Phường Kim Mã, Quận Ba Đình, Hà Nội"
1532,CÔNG TY CỔ PHẦN DƯỢC DANAPHA,Kết quả tìm kiếm trùng nhau : 2,,
1533,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG 25,Không có kết quả,,
1534,CÔNG TY CỔ PHẦN DƯỢC DANAPHA - NANOSOME,CÔNG TY CỔ PHẦN DƯỢC DANAPHA- NANOSOME,0401312729,"Địa chỉ: 253 Dũng Sĩ Thanh Khê, Quận Thanh Khê, Đà Nẵng"
1535,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG 3,Kết quả tìm kiếm trùng nhau : 1,,
1536,CÔNG TY CỔ PHẦN DƯỢC PHẨM IMEXPHARM ,Không có kết quả,,
1537,CÔNG TY CỔ PHẦN SONADEZI CHÂU ĐỨC,Kết quả tìm kiếm trùng nhau : 1,,
1538,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC LỘ 91 CẦN THƠ - AN GIANG,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC LỘ 91 CẦN THƠ - AN GIANG,3603181739,"Địa chỉ: Số 315, đường Võ Nguyên Giáp, Xã Phước Tân, Thành phố Biên Hoà, Đồng Nai"
1539,CÔNG TY CỔ PHẦN SONADEZI AN BÌNH,CÔNG TY CỔ PHẦN SONADEZI AN BÌNH,3600449307,"Địa chỉ: Số 113-116 lô C2, đường 9, Khu dân cư An Bình, Phường An Bình, Thành phố Biên Hoà, Đồng Nai"
1540,CÔNG TY CỔ PHẦN BẾN XE VÀ DỊCH VỤ VẬN TẢI ĐỒNG NAI,CÔNG TY CỔ PHẦN BẾN XE VÀ DỊCH VỤ VẬN TẢI ĐỒNG NAI,3600301815,"Địa chỉ: Xa lộ Hà Nội, KP 2, Phường Bình Đa, Thành phố Biên Hoà, Đồng Nai"
1541,CÔNG TY CỔ PHẦN SƠN ĐỒNG NAI,CÔNG TY CỔ PHẦN SƠN ĐỒNG NAI,3600451024,"Địa chỉ: Khu công nghiệp Biên Hòa 1, đường số 7, Phường An Bình, Thành phố Biên Hoà, Đồng Nai"
1542,CÔNG TY CỔ PHẦN XÂY DỰNG CÔNG NGHIỆP SỐ 1 - ĐỒNG NAI,Không có kết quả,,
1543,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÁT TRIỂN SÀI GÒN 268,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÁT TRIỂN SÀI GÒN 268,2001265436,"Địa chỉ: Thửa 127, Đường Trần Hưng Đạo, Phường Tân Thành, Thành phố Cà Mau, Cà Mau"
1544,CÔNG TY CỔ PHẦN NETNAM,Kết quả tìm kiếm trùng nhau : 1,,
1545,CÔNG TY CỔ PHẦN DỊCH VỤ SONADEZI,CÔNG TY CỔ PHẦN DỊCH VỤ SONADEZI,3600890938,"Địa chỉ: Tầng 8, Tòa nhà Sonadezi, Số 01, Đường 1, KCN Biên Hòa 1, Phường An Bình, Thành phố Biên Hoà, Đồng Nai"
1546,CÔNG TY CỔ PHẦN ZA HƯNG,Kết quả tìm kiếm trùng nhau : 1,,
1547,CÔNG LY CỔ PHẦN NĂNG LƯỢNG AGRITA QUÀNG NAM,Không có kết quả,,
1548,CÔNG TY CỔ PHẦN THUỶ ĐIỆN SÔNG TRANH 4,Không có kết quả,,
1549,CÔNG TY CỔ PHẦN BẢO HIỂM LANEXANG,Không có kết quả,,
1550,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BƯU ĐIỆN (POSTRE),Không có kết quả,,
1551,CÔNG TY CỔ PHẦN VIỄN THÔNG TIN HỌC ĐIỆN TỬ (KASATI),Không có kết quả,,
1552,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐƯỜNG CAO TỐC BIÊN HÒA - VŨNG TÀU,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐƯỜNG CAO TỐC BIÊN HÒA - VŨNG TÀU,3601303501,"Địa chỉ: Km 11, quốc lộ 51 - Xã Tam Phước, Thành phố Biên Hoà, Đồng Nai"
1553,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1 SÔNG HỒNG,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1 SÔNG HỒNG,0100106345,"Địa chỉ: Số 72, phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
1554,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG LẮP MÁY IDICO,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG LẮP MÁY IDICO,3600975839,"Địa chỉ: Khu công nghiệp Nhơn Trạch I, Xã Hiệp Phước, Huyện Nhơn Trạch, Đồng Nai"
1555,CÔNG TY CỔ PHẦN BAO BÌ TIỀN PHONG,CÔNG TY CỔ PHẦN BAO BÌ TIỀN PHONG,0200590620,"Địa chỉ: Số 2 An Đà, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng"
1556,CÔNG TY CỔ PHẦN NHỰA THIẾU NIÊN TIỀN PHONG PHÍA NAM,2,,
1557,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VINATEX,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VINATEX,0310609306,"Địa chỉ: 18 Tăng Nhơn Phú, Phường Phước Long B, Quận 9, TP Hồ Chí Minh"
1558,CÔNG TY CỔ PHẦN KỸ THUẬT NAM CÔNG,CÔNG TY CỔ PHẦN KỸ THUẬT NAM CÔNG,0309499521,"Địa chỉ: 63 Cống Lở, Phường 15, Quận Tân Bình, TP Hồ Chí Minh"
1559,CÔNG TY CỔ PHẦN TẬP ĐOÀN PAN,CÔNG TY CỔ PHẦN TẬP ĐOÀN PAN,0301472704,"Địa chỉ: Lô A1-9, Đường VL3, KCN Vĩnh Lộc 2, Xã Long Hiệp, Huyện Bến Lức, Long An"
1560,CÔNG TY CỔ PHẦN XÂY LẮP ĐIỆN BẮC THÁI,Không có kết quả,,
1561,QUỸ ĐẦU TƯ CHỨNG KHOÁN Y TẾ BẢN VIỆT (VCHF),Không có kết quả,,
1562,CÔNG TY CỔ PHẦN SÀI GÒN-RẠCH GIÁ,CÔNG TY CỔ PHẦN SÀI GÒN - RẠCH GIÁ,1700547079,"Địa chỉ: Số 844 đường Nguyễn Trung Trực, Phường An Hòa, Thành phố Rạch Giá, Kiên Giang"
1563,CÔNG TY TNHH PHÚC TIẾN HẢI PHÒNG,CÔNG TY TNHH PHÚC TIẾN HẢI PHÒNG,0200915678,"Địa chỉ: Thôn Bắc Hà, Xã Bắc Sơn, Huyện An Dương, Hải Phòng"
1564,CÔNG TY CỔ PHẦN DU LỊCH NBC CAM BÌNH RESORT,CÔNG TY CỔ PHẦN DU LỊCH NBC CAM BÌNH RESORT,3400962180,"Địa chỉ: Thôn Mũi Đá, Xã Tân Phước, Thị xã La Gi, Bình Thuận"
1565,CÔNG TY CỔ PHẦN MAY SÔNG TIỀN,CÔNG TY CỔ PHẦN MAY SÔNG TIỀN,1200481990,"Địa chỉ: ấp Bình Tạo, Xã Trung An, Thành phố Mỹ Tho, Tiền Giang"
1566,CÔNG TY CỔ PHẦN MAY NHÀ BÈ - SÓC TRĂNG,CÔNG TY CỔ PHẦN MAY NHÀ BÈ - SÓC TRĂNG,2200733135,"Địa chỉ: Quốc lộ 60, Phường 7, Thành phố Sóc Trăng, Sóc Trăng"
1567,CÔNG TY CỔ PHẦN XÂY LẮP CÔNG NGHIỆP NHÀ BÈ,CÔNG TY CỔ PHẦN XÂY LẮP CÔNG NGHIỆP NHÀ BÈ,0305474815,"Địa chỉ: 90 Bis Tôn Thất Thuyết, Phường 16, Quận 4, TP Hồ Chí Minh"
1568,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NHÀ BÈ,Không có kết quả,,
1569,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DỊCH VỤ THƯƠNG MẠI NHÀ BÈ,Không có kết quả,,
1570,CÔNG TY CỔ PHẦN MAY 9 - NAM ĐỊNH,Không có kết quả,,
1571,CÔNG TY TNHH MAY VINATEX TƯ NGHĨA,CÔNG TY TNHH MAY VINATEX TƯ NGHĨA NỘP HỘ,4300719184,"Địa chỉ: Lô A8, cụm công nghiệp La Hà, Thị trấn La Hà, Huyện Tư Nghĩa, Quảng Ngãi"
1572,CÔNG TY CỔ PHẦN MAY PHÚ THỊNH - NHÀ BÈ,CÔNG TY CỔ PHẦN MAY PHÚ THỊNH - NHÀ BÈ,0303173361,"Địa chỉ: 13A Tống Văn Trân, Phường 5, Quận 11, TP Hồ Chí Minh"
1573,CÔNG TY CỔ PHẦN ĐẦU TƯ SERENITY,2,,
1574,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN BIDICI,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN BIDICI,4101576855,"Địa chỉ: Số 01 Ngô Mây, Phường Nguyễn Văn Cừ, Thành phố Quy Nhơn, Tỉnh Bình Định"
1575,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG CÔNG TRÌNH PĐP,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG CÔNG TRÌNH PĐP,0315143682,"Địa chỉ: 422 Đào Trí, Khu phố 1, Phường Phú Thuận, Quận 7, TP Hồ Chí Minh"
1576,CÔNG TY CỔ PHẦN LICOGI 166,CÔNG TY CỔ PHẦN LICOGI 166,0102264629,"Địa chỉ: Tầng 4, tòa nhà JSC 34, ngõ 164 đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
1577,CÔNG TY CỔ PHẦN ĐIỆN LỰC LICOGI 16,CÔNG TY CỔ PHẦN ĐIỆN LỰC LICOGI 16,0104030425,"Địa chỉ: 24A Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, TP Hồ Chí Minh"
1578,CÔNG TY CỔ PHẦN CẤP NƯỚC KHU KINH TẾ ĐÔNG NAM QUẢNG TRỊ,CÔNG TY CỔ PHẦN CẤP NƯỚC KHU KINH TẾ ĐÔNG NAM QUẢNG TRỊ,3200667734,"Địa chỉ: Thôn Tân Lập, Xã Hải Ba, Huyện Hải Lăng, Quảng Trị"
1579,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CẤP THOÁT NƯỚC SƠN THẠNH,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CẤP THOÁT NƯỚC SƠN THẠNH,4201803822,"Địa chỉ: 58 Yersin, Phường Phương Sài, Thành phố Nha Trang, Khánh Hòa"
1580,CÔNG TY CỔ PHẦN CẤP NƯỚC CẦN THƠ 2,CÔNG TY CỔ PHẦN CẤP NƯỚC CẦN THƠ 2,1801116600,"Địa chỉ: 366C, Cách Mạng Tháng Tám, Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, Cần Thơ"
1581,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC LONG AN,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC LONG AN,1100101500,"Địa chỉ: 250, Hùng Vương, Phường 4, Thành phố Tân An, Long An"
1582,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC CẦN THƠ,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC CẦN THƠ,1800155244,"Địa chỉ: 2A, Nguyễn Trãi, Phường An Hội, Quận Ninh Kiều, Cần Thơ"
1583,CÔNG TY CỔ PHẦN BẮC GIANG LẠNG SƠN HỮU NGHỊ,Không có kết quả,,
1584,CÔNG TY TNHH NHIÊN LIỆU SINH HỌC PHƯƠNG ĐÔNG,Kết quả tìm kiếm trùng nhau : 1,,
1585,CÔNG TY CỔ PHẦN ĐẦU TƯ KHOÁNG SẢN QUẢNG NGÃI,Không có kết quả,,
1586,CÔNG TY CỔ PHẦN DU LỊCH GOLF VŨNG TÀU,CÔNG TY CỔ PHẦN DU LỊCH GOLF VŨNG TÀU,3500857750,"Địa chỉ: Số 01 Nguyễn Du, Phường 1, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
1587,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THÀNH PHÚC,Không có kết quả,,
1588,CÔNG TY CỔ PHẦN HỢP TÁC KINH TẾ VÀ XUẤT NHẬP KHẨU SAVIMEX,2,,
1589,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HOÀNG AN,Không có kết quả,,
1590,CÔNG TY CỔ PHẦN DỆT MAY GIA ĐỊNH,3,,
1591,CÔNG TY CỔ PHẦN THỦY ĐIỆN YÊN BÌNH,CÔNG TY CỔ PHẦN THỦY ĐIỆN YÊN BÌNH,5200872712,"Địa chỉ: Khu 1, Thị trấn Thác Bà, Huyện Yên Bình, Yên Bái"
1592,CÔNG TY CỔ PHẦN DIC TOÀN CẦU,CÔNG TY CỔ PHẦN DIC TOÀN CẦU,3502333424,"Địa chỉ: Phòng 702 - Tòa nhà DIC, 265 Lê Hồng Phong, Phường 8, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
1593,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN DIC,Không có kết quả,,
1594,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG BÊ TÔNG,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG BÊ TÔNG,3500732286,"Địa chỉ: Số 169 Thùy Vân, Phường 8, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
1595,CÔNG TY CỔ PHẦN XÂY DỰNG DIC HOLDINGS,Không có kết quả,,
1596,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN - XÂY DỰNG SỐ 2,Không có kết quả,,
1597,CÔNG TY CỔ PHẦN ĐẦU TƯ -XÂY DỰNG CHÁNH PHÚ HÒA,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CHÁNH PHÚ HÒA,3700697127,"Địa chỉ: Số 7, đường Ngô Văn Trị, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương"
1598,CÔNG TY CỔ PHẦN CẤP NƯỚC ĐỒNG NAI,CÔNG TY CỔ PHẦN CẤP NƯỚC ĐỒNG NAI,3600259296,"Địa chỉ: Số 48, đường Cách mạng tháng Tám, Phường Quyết Thắng, Thành phố Biên Hoà, Đồng Nai"
1599,TỔNG CÔNG TY SẢN XUẤT - XUẤT NHẬP KHẨU BÌNH DƯƠNG - CÔNG TY CỔ PHẦN,TỔNG CÔNG TY SẢN XUẤT - XUẤT NHẬP KHẨU BÌNH DƯƠNG - CÔNG TY CỔ PHẦN,3700148166,"Địa chỉ: A128, đường 3-2, Khu phố Đông Tư, Phường Lái Thiêu, TX Thuận An, Bình Dương"
1600,TỔNG CÔNG TY THƯƠNG MẠI XUẤT NHẬP KHẨU THANH LỄ - CÔNG TY CỔ PHẦN,Không có kết quả,,
1601,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐẤT VIỄN ĐÔNG,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐẤT VIỄN ĐÔNG,0305442482,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1602,CÔNG TY LIÊN DOANH TNHH NIPPON EXPRESS VIỆT NAM,2,,
1603,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ ĐẦU TƯ CHỢ LỚN (CHOLIMEX),CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ ĐẦU TƯ CHỢ LỚN (CHOLIMEX),0301307933,"Địa chỉ: Số 631-633 Nguyễn Trãi, Phường 11, Quận 5, TP Hồ Chí Minh"
1604,CÔNG TY CỔ PHẦN VẬN TẢI VÀ XẾP DỠ HẢI AN,Kết quả tìm kiếm trùng nhau : 1,,
1605,CÔNG TY CỔ PHẦN CUNG ỨNG VÀ DỊCH VỤ KỸ THUẬT HÀNG HẢI,CÔNG TY CỔ PHẦN CUNG ỨNG VÀ DỊCH VỤ KỸ THUẬT HÀNG HẢI,0200563063,"Địa chỉ: Số 8A đường Vạn Mỹ, Phường Vạn Mỹ, Quận Ngô Quyền, Hải Phòng"
1606,CÔNG TY TNHH ANABUKI NL HOUSING SERVICE VIỆT NAM,CÔNG TY TNHH ANABUKI NL HOUSING SERVICE VIỆT NAM,0311537125,"Địa chỉ: Tầng 10, Capital Tower, số 6 Nguyễn Khắc Viện, Phường Tân Phú, Quận 7, TP Hồ Chí Minh"
1607,CÔNG TY CỔ PHẦN VẬN TẢI XĂNG DẦU VIPCO,Kết quả tìm kiếm trùng nhau : 2,,
1608,CÔNG TY LIÊN DOANH TNHH KHO XĂNG DẦU NGOẠI QUAN VÂN PHONG,CÔNG TY LIÊN DOANH TNHH KHO XĂNG DẦU NGOẠI QUAN VÂN PHONG (NỘP HỘ NHÀ THẦU),4200680293,"Địa chỉ: Thôn Mỹ Giang, Xã Ninh Phước, Thị xã Ninh Hoà, Khánh Hòa"
1609,CÔNG TY CỔ PHẦN XÂY LẮP PETROLIMEX 1,Không có kết quả,,
1610,TỔNG CÔNG TY TÁI BẢO HIỂM QUỐC GIA,Không có kết quả,,
1611,CÔNG TY CỔ PHẦN ĐẦU TƯ DỊCH VỤ VÀ HẠ TẦNG XĂNG DẦU (PLAND),Không có kết quả,,
