,Tên công ty,Mã số thuế,Địa chỉ,Người đại diện,Điện thoại,Ngày hoạt động,Quản lý bởi,Loại hình DN,Tình trạng,Ngành nghề kinh doanh chính,Loại ngành nghề,Mã ngành nghề,Ngành nghề kinh doanh,Phường/Xã,Quận/Huyện,Tỉnh/Thành Phố,Mã tỉnh,Miền,URL,Trạng thái invoice,URL invoice,Tên invoice,Mã số thuế invoice ,Cảnh báo,Tên quốc tế,Tên viết tắt
516,TRƯỜNG CAO ĐẲNG KINH TẾ CÔNG NGHỆ TPHCM,0304387165,8 Đường Số 3 C/X Lữ Gia P.15 - Phường 15 - Quận 11 - TP Hồ Chí Minh.,Nguyễn Cảnh Cam,62933743,2006-06-08,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (được cấp thông báo MST),,,,,Phường 15,Quận 11,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0304387165-truong-cao-dang-kinh-te-cong-nghe-tphcm,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
517,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ SÀI GÒN,0304421881,180 Cao Lỗ - Phường 4 - Quận 8 - TP Hồ Chí Minh.,Cao Hào Thi,8367753,2006-06-29,Cục Thuế Thành phố Hồ Chí Minh,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 4,Quận 8,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0304421881-truong-dai-hoc-cong-nghe-sai-gon,Hoá đơn giấy,https://masothue.com/0301452923-van-phong-dai-dien-cong-ty-tnhh-giay-vi-tinh-lien-son-tai-dong-nai,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,0301452923 - VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,,,
518,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,0304553197,KP6 - Phường Linh Trung - Thành phố Thủ Đức - TP Hồ Chí Minh.,Nguyễn Hoàng Tú Anh ( sinh năm 1969 - Hà Nội) Ẩn thông tin,Bị ẩn theo yêu cầu người dùng,2006-09-16,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Linh Trung,Thành phố Thủ Đức,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0304553197-truong-dai-hoc-cong-nghe-thong-tin,Hoá đơn giấy,https://masothue.com/0301452923-van-phong-dai-dien-cong-ty-tnhh-giay-vi-tinh-lien-son-tai-dong-nai,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,0301452923 - VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,,,
519,TRƯỜNG ĐẠI HỌC TÀI CHÍNH MARKETING,0304567182,778 Nguyễn Kiệm - Phường 04 - Quận Phú Nhuận - TP Hồ Chí Minh.,Phạm Tiến Đạt ( sinh năm 1980 - Vĩnh Phúc) Ẩn thông tin,08083482/0389971226,,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 04,Quận Phú Nhuận,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0304567182-truong-dai-hoc-tai-chinh-marketing,Hoá đơn giấy,https://masothue.com/0101181842-cong-ty-co-phan-in-ha-noi,CÔNG TY CỔ PHẦN IN HÀ NỘI,0101181842 - CÔNG TY CỔ PHẦN IN HÀ NỘI,,,
520,TRƯỜNG CAO ĐẲNG KINH TẾ THÀNH PHỐ HỒ CHÍ MINH,0304676287,33 Vĩnh Viễn - Phường 02 - Quận 10 - TP Hồ Chí Minh.,Trần Văn Tú ( sinh năm 1976 - Hải Dương) Ẩn thông tin,38334889,2006-11-12,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 02,Quận 10,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0304676287-truong-cao-dang-kinh-te-thanh-pho-ho-chi-minh,Hoá đơn điện tử,https://masothue.com/0106026495-cong-ty-tnhh-hoa-don-dien-tu-m-invoice,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,0106026495 - CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,,,
521,TRƯỜNG CAO ĐẲNG VĂN HOÁ NGHỆ THUẬT VÀ DU LỊCH SÀI GÒN,0304712062,83/1 Phan Huy ích P.12 - - Quận Gò Vấp - TP Hồ Chí Minh.,Vũ Khắc Chương,8959871,,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0304712062-truong-cao-dang-van-hoa-nghe-thuat-va-du-lich-sai-gon,Hoá đơn giấy,https://masothue.com/0302464590-cong-ty-tnhh-thuong-mai-va-san-xuat-nguyen-xuong-thinh,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT NGUYÊN XƯƠNG THỊNH,0302464590 - CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT NGUYÊN XƯƠNG THỊNH,,,
522,TRƯỜNG CAO ĐẲNG VĂN HOÁ NGHỆ THUẬT THÀNH PHỐ HỒ CHÍ MINH,0304878131,5 Nam Quốc Cang - - Quận 1 - TP Hồ Chí Minh.,Hồ Ngọc Minh,8391456,2007-03-27,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0304878131-truong-cao-dang-van-hoa-nghe-thuat-thanh-pho-ho-chi-minh,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
523,TRƯỜNG ĐẠI HỌC TÀI NGUYÊN VÀ MÔI TRƯỜNG TP.HỒ CHÍ MINH,0304900122,236B Lê Văn Sỹ - Phường 1 - Quận Tân Bình - TP Hồ Chí Minh.,Huỳnh Quyền,39914210,2007-04-07,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 1,Quận Tân Bình,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0304900122-truong-dai-hoc-tai-nguyen-va-moi-truong-tp-ho-chi-minh,Hoá đơn giấy,https://masothue.com/0312961577-cong-ty-tnhh-mot-thanh-vien-in-ben-thanh,CÔNG TY TNHH MỘT THÀNH VIÊN IN BẾN THÀNH,0312961577 - CÔNG TY TNHH MỘT THÀNH VIÊN IN BẾN THÀNH,,,
524,TRƯỜNG CAO ĐẲNG BÁN CÔNG CÔNG NGHỆ VÀ QUẢN TRỊ DOANH NGHIỆP,0305005926,15 Trần Văn Trà KĐT mới Nam Thành phố - Phường Tân Phú - Quận 7 - TP Hồ Chí Minh.,Nguyễn Thế Lực,08 54135010 - 090513,2007-06-08,Chi cục Thuế khu vực Quận 7 - huyện Nhà Bè,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Tân Phú,,Phường Tân Phú,,,https://masothue.com/0305005926-truong-cao-dang-ban-cong-cong-nghe-va-quan-tri-doanh-nghiep,Hoá đơn điện tử,https://masothue.com/0303549303-cong-ty-tnhh-phan-mem-va-tu-van-kim-tu-thap,CÔNG TY TNHH PHẦN MỀM VÀ TƯ VẤN KIM TỰ THÁP,0303549303 - CÔNG TY TNHH PHẦN MỀM VÀ TƯ VẤN KIM TỰ THÁP,,,
525,TRƯỜNG CAO ĐẲNG ĐẠI VIỆT SÀI GÒN,0305088369,601 Luy Ban Bich - Phường Phú Thạnh - Quận Tân phú - TP Hồ Chí Minh.,Lê Lâm,2122599,2007-07-27,Chi cục thuế Quận Tân phú,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Phú Thạnh,Quận Tân phú,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0305088369-truong-cao-dang-dai-viet-sai-gon,Hoá đơn giấy,https://masothue.com/0301306457-cong-ty-co-phan-vinaprint,CÔNG TY CỔ PHẦN VINAPRINT,0301306457 - CÔNG TY CỔ PHẦN VINAPRINT,,,
526,TRƯỜNG ĐẠI HỌC MỸ THUẬT TP HỒ CHÍ MINH,0305182869,5 Phan Đăng Lưu - Phường 3 - Quận Bình Thạnh - TP Hồ Chí Minh.,NGUYễN VăN MINH,8416012,2007-09-18,Cục Thuế Thành phố Hồ Chí Minh,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 3,Quận Bình Thạnh,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0305182869-truong-dai-hoc-my-thuat-tp-ho-chi-minh,Hoá đơn giấy,https://masothue.com/0301452923-van-phong-dai-dien-cong-ty-tnhh-giay-vi-tinh-lien-son-tai-dong-nai,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,0301452923 - VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,,,
527,TRƯỜNG ĐẠI HỌC TƯ THỤC QUỐC TẾ SÀI GÒN,0305260242,8C Tống Hữu Định - Phường Thảo Điền - Thành phố Thủ Đức (Hết HL) - TP Hồ Chí Minh.,Nguyễn Lê Thanh Trúc,54093930,2007-10-23,Cục Thuế Thành phố Hồ Chí Minh,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Thảo Điền,Thành phố Thủ Đức (Hết HL),TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0305260242-truong-dai-hoc-tu-thuc-quoc-te-sai-gon,Hoá đơn giấy,https://masothue.com/0100111225-cong-ty-co-phan-in-tai-chinh,CÔNG TY CỔ PHẦN IN TÀI CHÍNH,0100111225 - CÔNG TY CỔ PHẦN IN TÀI CHÍNH,,,
528,TRƯỜNG ĐẠI HỌC VĂN HÓA TPHCM,0305274421,51 Quốc Hương - Phường Thảo Điền - Thành phố Thủ Đức - TP Hồ Chí Minh.,Nguyễn Thế Dũng,5120562,2007-10-29,Chi cục Thuế thành phố Thủ Đức,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Thảo Điền,Thành phố Thủ Đức,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0305274421-truong-dai-hoc-van-hoa-tphcm,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
529,TRƯỜNG CAO ĐẲNG BÌNH MINH SÀI GÒN,0305347493,Lô 7 Cư Xá Thanh Đa P.27 - Phường 27 - Quận Bình Thạnh - TP Hồ Chí Minh.,Huỳnh Hoàng Cư,35888832,2007-12-08,Chi cục Thuế Quận Bình Thạnh,,,,,,,Phường 27,Quận Bình Thạnh,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0305347493-truong-cao-dang-binh-minh-sai-gon,Hoá đơn giấy,https://masothue.com/1101575172-cong-ty-co-phan-bao-bi-nguyen-xuong-thinh,CÔNG TY CỔ PHẦN BAO BÌ NGUYÊN XƯƠNG THỊNH,1101575172 - CÔNG TY CỔ PHẦN BAO BÌ NGUYÊN XƯƠNG THỊNH,,,
530,TRƯỜNG CAO ĐẲNG VIỄN ĐÔNG,0305353169,207/20/1 Nguyễn Văn Đậu - - Quận Bình Thạnh - TP Hồ Chí Minh.,Trần Thanh Hải,2459333,2007-12-11,Chi cục Thuế Quận Bình Thạnh,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0305353169-truong-cao-dang-vien-dong,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
531,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP THỰC PHẨM TP.HCM,0305401461,140 Lê Trọng Tấn - - Quận Tân phú - TP Hồ Chí Minh.,Nguyễn Xuân Hoàn,Bị ẩn theo yêu cầu người dùng,,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0305401461-truong-dai-hoc-cong-nghiep-thuc-pham-tp-hcm,Hoá đơn giấy,https://masothue.com/0301306457-cong-ty-co-phan-vinaprint,CÔNG TY CỔ PHẦN VINAPRINT,0301306457 - CÔNG TY CỔ PHẦN VINAPRINT,,,
532,TRƯỜNG ĐẠI HỌC KINH TẾ - TÀI CHÍNH THÀNH PHỐ HỒ CHÍ MINH,0305515934,141-145Điện Biên Phủ - Phường 15 - Quận Bình Thạnh - TP Hồ Chí Minh.,Nguyễn Thanh Giang,54226666,2008-03-05,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 15,Quận Bình Thạnh,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0305515934-truong-dai-hoc-kinh-te-tai-chinh-thanh-pho-ho-chi-minh,Hoá đơn điện tử,https://masothue.com/0100727825-cong-ty-co-phan-phan-mem-quan-ly-doanh-nghiep,CÔNG TY CỔ PHẦN PHẦN MỀM QUẢN LÝ DOANH NGHIỆP,0100727825 - CÔNG TY CỔ PHẦN PHẦN MỀM QUẢN LÝ DOANH NGHIỆP,,,
533,TRƯỜNG CAO ĐẲNG MIỀN NAM,0306056560,416 Đường Số 10 - Phường 9 - Quận Gò Vấp - TP Hồ Chí Minh.,Nguyễn Tiến Dũng,,2008-10-14,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 9,Quận Gò Vấp,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0306056560-truong-cao-dang-mien-nam,Hoá đơn điện tử,https://masothue.com/0106026495-cong-ty-tnhh-hoa-don-dien-tu-m-invoice,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,0106026495 - CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,,,
534,TRƯỜNG CAO ĐẲNG AN NINH MẠNG ISPACE,0306080891,240 Võ Văn Ngân - Phường Bình Thọ - Quận Thủ Đức (Hết hiệu lực) - TP Hồ Chí Minh.,Nguyễn Duy Hàm,2610303,2008-10-22,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Bình Thọ,Quận Thủ Đức (Hết hiệu lực),TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0306080891-truong-cao-dang-an-ninh-mang-ispace,Hoá đơn giấy,https://masothue.com/0301452923-van-phong-dai-dien-cong-ty-tnhh-giay-vi-tinh-lien-son-tai-dong-nai,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,0301452923 - VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH GIẤY VI TÍNH LIÊN SƠN TẠI ĐỒNG NAI,,,
535,TRƯỜNG CAO ĐẲNG GIAO THÔNG VẬN TẢI TRUNG ƯƠNG III,0306370738,73 Văn Cao - - Quận Tân phú - TP Hồ Chí Minh.,Hoàng Văn Tân,38648353,2008-12-20,Cục Thuế Thành phố Hồ Chí Minh,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0306370738-truong-cao-dang-giao-thong-van-tai-trung-uong-iii,Hoá đơn điện tử,https://masothue.com/0101300842-cong-ty-tnhh-phat-trien-cong-nghe-thai-son,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ THÁI SƠN,0101300842 - CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ THÁI SƠN,,,
536,TRƯỜNG CAO ĐẲNG SƯ PHẠM TRUNG ƯƠNG TP.HCM,0307161712,182 Nguyễn Chí Thanh P.3 - Phường 03 - Quận 10 - TP Hồ Chí Minh.,Nguyễn Nguyên Bình,,2009-02-23,Cục Thuế Thành phố Hồ Chí Minh,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 03,Quận 10,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0307161712-truong-cao-dang-su-pham-trung-uong-tp-hcm,Hoá đơn điện tử,https://masothue.com/0106869738-tong-cong-ty-dich-vu-vien-thong-loai-hinh-cong-ty-tnhh,TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),0106869738 - TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),,,
537,TRƯỜNG CAO ĐẲNG QUỐC TẾ THÀNH PHỐ HỒ CHÍ MINH,0309393003,460/2 Kinh Dương Vương - Phường An Lạc A - Quận Bình Tân - TP Hồ Chí Minh.,Nguyễn Đăng Lý,,2009-09-04,Chi cục thuế Quận Bình Tân,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường An Lạc A,Quận Bình Tân,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0309393003-truong-cao-dang-quoc-te-thanh-pho-ho-chi-minh,Hoá đơn giấy,https://masothue.com/0301306457-cong-ty-co-phan-vinaprint,CÔNG TY CỔ PHẦN VINAPRINT,0301306457 - CÔNG TY CỔ PHẦN VINAPRINT,,,
538,TRƯỜNG ĐẠI HỌC SƯ PHẠM THỂ DỤC THỂ THAO TP.HCM,0309641143,639 Nguyễn Trãi P.11 - Phường 11 - Quận 5 - TP Hồ Chí Minh.,Châu Vĩnh Huy,,2009-12-02,Chi cục Thuế Quận 5,,,,,,,Phường 11,Quận 5,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0309641143-truong-dai-hoc-su-pham-the-duc-the-thao-tp-hcm,Hoá đơn điện tử,https://masothue.com/0309478306-cong-ty-co-phan-ts24,CÔNG TY CỔ PHẦN TS24,0309478306 - CÔNG TY CỔ PHẦN TS24,,,
539,KHOA Y,0309992293,KP.6 - Phường Linh Trung - Thành phố Thủ Đức - TP Hồ Chí Minh.,Đặng Vạn Phước,,2010-04-27,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Linh Trung,Thành phố Thủ Đức,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0309992293-khoa-y,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
540,TRƯỜNG CAO ĐẲNG KINH TẾ KỸ THUẬT SÀI GÒN ( CƠ SỞ 5 ),0310706797,1A3 Nguyễn Thái Sơn - Phường 3 - Quận Gò Vấp - TP Hồ Chí Minh.,Nguyễn Văn Hải,,2011-03-21,Chi cục Thuế Quận Gò Vấp,,,,,,,Phường 3,Quận Gò Vấp,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0310706797-truong-cao-dang-kinh-te-ky-thuat-sai-gon-co-so-5,Không chứa thông tin hoá đơn,,,,,,
541,TRƯỜNG CAO ĐẲNG VIỆT MỸ,0310849724,"5-7-9-11 Đường Số 4, Khu Dân Cư Trung Sơn - Xã Bình Hưng - Huyện Bình Chánh - TP Hồ Chí Minh.",Dương Trần Minh Đoàn,,2011-05-13,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Xã Bình Hưng,Huyện Bình Chánh,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0310849724-truong-cao-dang-viet-my,Hoá đơn điện tử,https://masothue.com/0106869738-tong-cong-ty-dich-vu-vien-thong-loai-hinh-cong-ty-tnhh,TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),0106869738 - TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),,,
542,CÔNG TY TNHH ĐẠI HỌC RMIT VIỆT NAM (NTNN),0311291489,702 đường Nguyê�n Văn Linh - Phường Tân Phong - Quận 7 - TP Hồ Chí Minh.,Lê Minh Khánh,+848 3776 1300,2011-10-29,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức cá nhân nước ngoài khác hoạt động SXKD không theo Luật ĐTNN,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Tân Phong,Quận 7,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0311291489-cong-ty-tnhh-dai-hoc-rmit-viet-nam-ntnn,Không chứa thông tin hoá đơn,,,,,,
543,TRƯỜNG CAO ĐẲNG DU LỊCH SÀI GÒN,0313066802,347A Nguyễn Thượng Hiền - Phường 11 - Quận 10 - TP Hồ Chí Minh.,Ngô Thị Quỳnh Xuân,38344856,2014-12-26,Cục Thuế Thành phố Hồ Chí Minh,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường 11,Quận 10,TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0313066802-truong-cao-dang-du-lich-sai-gon,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
544,TRƯỜNG ĐẠI HỌC QUẢN LÝ VÀ CÔNG NGHỆ THÀNH PHỐ HỒ CHÍ MINH,0316903022,"Đường 60CL, Khu đô thị Cát Lái - Phường Cát Lái - Thành phố Thủ Đức (Hết HL) - TP Hồ Chí Minh.",Huỳnh Bá Lân,0918121839,,Cục Thuế Thành phố Hồ Chí Minh,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Cát Lái,Thành phố Thủ Đức (Hết HL),TP Hồ Chí Minh.,HCM,MN,https://masothue.com/0316903022-truong-dai-hoc-quan-ly-va-cong-nghe-thanh-pho-ho-chi-minh,Không chứa thông tin hoá đơn,,,,,,
545,HỌC VIỆN QUÂN Y,0500205164,160 Phùng Hưng - Phường Phúc La - Quận Hà Đông - Hà Nội.,Đỗ Quyết,,,Chi cục Thuế Quận Hà Đông,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Phúc La,Quận Hà Đông,Hà Nội.,HNI,MB,https://masothue.com/0500205164-hoc-vien-quan-y,Hoá đơn giấy,https://masothue.com/0106123393-cong-ty-co-phan-in-hoa-phat,CÔNG TY CỔ PHẦN IN HÒA PHÁT,0106123393 - CÔNG TY CỔ PHẦN IN HÒA PHÁT,,,
546,VIỆN KHOA HỌC ĐỊA CHẤT VÀ KHOÁNG SẢN,0500237455,Km số 9 Đường Nguyễn trãi - Phường Văn Quán - Quận Hà Đông - Hà Nội.,Trịnh Hải Sơn ( sinh năm 1969 - Hà Nội) Ẩn thông tin,048544386,,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Văn Quán,Quận Hà Đông,Hà Nội.,HNI,MB,https://masothue.com/0500237455-vien-khoa-hoc-dia-chat-va-khoang-san,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
547,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP VIỆT - HUNG,0500283211,Số 16 phố Hữu Nghị - Phường Xuân Khanh - Thị Xã Sơn Tây - Hà Nội.,Nguyễn Đức Trí,034838345,,Chi cục Thuế Thị xã Sơn Tây,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Xuân Khanh,,,,,https://masothue.com/0500283211-truong-dai-hoc-cong-nghiep-viet-hung,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
548,TRƯỜNG ĐẠI HỌC LÂM NGHIỆP,0500465853,"Thị trấn Xuân Mai, - Thị trấn Xuân Mai - Huyện Chương Mỹ - Hà Nội.",Trần Văn Chứ,840233 - 01645619614,2005-04-21,Chi cục Thuế khu vực Thanh Oai - Chương Mỹ,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,"Thị trấn Xuân Mai,",Huyện Chương Mỹ,Hà Nội.,HNI,MB,https://masothue.com/0500465853-truong-dai-hoc-lam-nghiep,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
549,TRƯỜNG ĐẠI HỌC THÀNH ĐÔ,0500562705,Cụm CN Lai Xá - Xã Kim Chung - Huyện Hoài Đức - Hà Nội.,Ngô Xuân Hà,034861693,2007-06-06,Chi cục Thuế Huyện Hoài Đức,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),,,,,Xã Kim Chung,Huyện Hoài Đức,Hà Nội.,HNI,MB,https://masothue.com/0500562705-truong-dai-hoc-thanh-do,Hoá đơn điện tử,https://masothue.com/0101360697-cong-ty-co-phan-bkav,CÔNG TY CỔ PHẦN BKAV,0101360697 - CÔNG TY CỔ PHẦN BKAV,,,
550,TRƯỜNG CAO ĐẲNG KỸ THUẬT - CÔNG NGHỆ BÁCH KHOA,0500566516,Xã Văn Bình - Xã Văn Bình - Huyện Thường Tín - Hà Nội.,Lê Kim Dung ( sinh năm 1963 - Hà Nội) Ẩn thông tin,,2007-08-20,Chi cục Thuế khu vực Thường Tín - Phú Xuyên,"Tổ chức kinh tế của tổ chức CT, CT-XH, XH, XH-NN",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Xã Văn Bình,Huyện Thường Tín,Hà Nội.,HNI,MB,https://masothue.com/0500566516-truong-cao-dang-ky-thuat-cong-nghe-bach-khoa,Hoá đơn điện tử,https://masothue.com/0100727825-cong-ty-co-phan-phan-mem-quan-ly-doanh-nghiep,CÔNG TY CỔ PHẦN PHẦN MỀM QUẢN LÝ DOANH NGHIỆP,0100727825 - CÔNG TY CỔ PHẦN PHẦN MỀM QUẢN LÝ DOANH NGHIỆP,,,
